SCH_ID,STU_ID,Profmath,byses,usecalc,urban,gender
1022,102228,0,-0.319999993,4,1,1
1022,102232,4,0.300000012,5,1,1
1022,102233,2,-0.829999983,5,1,1
1022,102234,1,-0.540000021,4,1,1
1022,102235,4,-0.330000013,5,1,0
1031,103101,3,1.159999967,5,1,1
1031,103103,1,0.180000007,5,1,0
1031,103104,3,0.029999999,5,1,1
1031,103107,1,0.419999987,5,1,0
1031,103108,3,0.829999983,5,1,0
1031,103109,2,0.769999981,5,1,1
1031,103110,4,0.170000002,4,1,1
1031,103111,3,-0.600000024,5,1,1
1031,103112,2,-0.689999998,4,1,0
1031,103115,1,-1.049999952,5,1,1
1031,103116,3,0.129999995,4,1,1
1031,103117,0,-0.980000019,5,1,0
1031,103118,3,-0.689999998,5,1,1
1031,103119,1,-0.779999971,5,1,0
1031,103122,1,0.289999992,5,1,1
1031,103124,0,-1.070000052,5,1,1
1031,103125,0,-0.620000005,5,1,1
1031,103127,4,0.75,4,1,0
1031,103128,1,-0.810000002,5,1,0
1031,103129,3,-0.039999999,5,1,0
1032,103203,1,-1.450000048,5,1,1
1032,103204,1,-0.569999993,5,1,1
1032,103205,3,-0.02,4,1,1
1032,103210,1,-0.349999994,3,1,1
1032,103212,0,-1.210000038,4,1,1
1032,103214,1,-0.150000006,5,1,0
1032,103215,3,-0.730000019,5,1,0
1032,103218,1,-0.879999995,4,1,0
1032,103219,1,-0.340000004,5,1,1
1032,103221,2,0.400000006,4,1,1
1032,103223,1,-0.01,1,1,0
1032,103225,3,0.639999986,5,1,0
1032,103226,1,-1.179999948,4,1,1
1032,103231,2,-0.189999998,5,1,0
1033,103301,1,-0.850000024,4,1,0
1033,103302,1,-1.720000029,1,1,0
1033,103303,2,-0.109999999,4,1,0
1033,103304,2,0.479999989,5,1,1
1033,103305,2,-0.930000007,3,1,1
1033,103306,2,-0.860000014,3,1,0
1033,103307,1,-0.529999971,5,1,0
1033,103308,4,0.540000021,5,1,1
1033,103309,3,-0.560000002,4,1,1
1033,103310,1,-0.850000024,5,1,0
1033,103312,2,1.070000052,4,1,1
1033,103313,3,-0.409999996,2,1,1
1033,103314,3,-1.549999952,1,1,1
1033,103315,1,-0.579999983,5,1,1
1033,103316,3,-0.600000024,5,1,1
1033,103317,4,-0.920000017,4,1,0
1033,103318,3,1.220000029,4,1,1
1033,103319,1,-1.179999948,4,1,0
1033,103320,2,-0.959999979,5,1,1
1033,103321,1,-0.200000003,5,1,1
1033,103322,2,-0.389999986,1,1,1
1033,103323,3,-1.169999957,2,1,0
1033,103324,1,0.239999995,1,1,0
1041,104101,3,0.75999999,5,0,1
1041,104103,2,0.589999974,3,0,0
1041,104104,3,1.980000019,5,0,1
1041,104105,3,0.180000007,4,0,0
1041,104106,1,-0.319999993,2,0,1
1041,104107,3,0.360000014,5,0,0
1041,104108,3,0.620000005,5,0,1
1041,104109,0,-1.049999952,4,0,0
1041,104110,3,0.899999976,2,0,0
1041,104111,4,0.219999999,5,0,0
1041,104115,2,0.039999999,5,0,0
1041,104116,1,-0.119999997,4,0,0
1041,104117,4,1.210000038,5,0,1
1041,104118,2,0.779999971,5,0,0
1041,104119,2,0.730000019,2,0,0
1041,104122,1,1.529999971,5,0,0
1041,104123,1,0.649999976,5,0,1
1042,104201,3,1.00999999,5,0,0
1042,104202,3,0.610000014,4,0,0
1042,104203,4,0.529999971,5,0,0
1042,104204,4,1.24000001,4,0,1
1042,104205,2,-0.680000007,5,0,0
1042,104207,2,-0.029999999,5,0,1
1042,104208,4,0.730000019,5,0,0
1042,104209,3,0.74000001,5,0,1
1042,104211,3,0.600000024,5,0,1
1042,104212,1,-0.75,5,0,1
1042,104213,4,-0.460000008,5,0,0
1042,104214,4,-0.100000001,5,0,1
1042,104215,1,-0.25,5,0,0
1042,104216,3,1.24000001,4,0,0
1042,104218,2,-0.25999999,5,0,1
1042,104220,3,0.75999999,5,0,1
1042,104222,4,1.24000001,5,0,0
1042,104223,4,1.830000043,1,0,0
1042,104224,2,0.720000029,5,0,0
1042,104225,3,0.209999993,5,0,0
1042,104231,3,-0.409999996,2,0,1
1051,105101,1,-0.50999999,5,0,1
1051,105102,4,0.180000007,4,0,1
1051,105103,2,0.029999999,5,0,0
1051,105104,3,-0.239999995,4,0,0
1051,105105,2,1.049999952,2,0,0
1051,105106,3,-0.469999999,4,0,1
1051,105107,4,0.620000005,4,0,0
1051,105108,0,0.49000001,3,0,0
1051,105109,4,-0.629999995,4,0,0
1051,105110,1,-0.709999979,5,0,0
1051,105111,1,-1.50999999,5,0,0
1051,105112,4,1.149999976,2,0,0
1051,105113,2,-0.639999986,1,0,0
1051,105114,3,-0.850000024,2,0,1
1051,105115,2,-0.400000006,5,0,1
1051,105116,1,0.569999993,3,0,0
1051,105117,2,0.75999999,2,0,0
1051,105118,4,0.730000019,3,0,1
1051,105119,4,-0.910000026,3,0,1
1051,105120,0,0.170000002,5,0,1
1051,105121,3,-0.529999971,4,0,1
1051,105122,2,-0.709999979,5,0,1
1051,105123,2,0.200000003,2,0,0
1051,105124,1,0.310000002,5,0,1
1051,105125,2,-1.25999999,5,0,1
1051,105126,3,0.079999998,4,0,0
1051,105127,1,-0.540000021,5,0,1
1051,105128,3,0.589999974,5,0,1
1051,105129,4,0.540000021,4,0,1
1051,105130,3,-0.439999998,4,0,1
1051,105132,3,-0.639999986,5,0,0
1051,105133,1,-0.939999998,2,0,1
1051,105134,3,-0.810000002,4,0,1
1052,105201,3,-0.540000021,5,0,1
1052,105202,2,-0.610000014,5,0,1
1052,105205,3,-0.75999999,5,0,1
1052,105211,3,1.25,5,0,1
1052,105213,1,-0.340000004,5,0,1
1052,105217,2,0.419999987,4,0,1
1052,105218,1,-1.070000052,5,0,1
1052,105219,1,0.289999992,5,0,0
1052,105221,1,-0.74000001,4,0,1
1052,105226,4,-0.519999981,2,0,0
1052,105227,3,0.819999993,5,0,1
1052,105228,1,-0.540000021,5,0,1
1061,106101,4,1.309999943,5,0,1
1061,106102,3,0.889999986,5,0,1
1061,106103,4,1.070000052,4,0,0
1061,106104,3,0.850000024,5,0,1
1061,106105,1,-0.430000007,5,0,1
1061,106106,2,-0.949999988,5,0,1
1061,106107,2,-0.059999999,5,0,0
1061,106108,4,-0.219999999,5,0,1
1061,106110,1,0.730000019,5,0,1
1061,106111,4,1.480000019,5,0,0
1061,106114,4,0.25,5,0,1
1061,106115,4,0.540000021,5,0,0
1061,106119,3,-0.400000006,2,0,1
1061,106122,2,0.029999999,5,0,1
1061,106124,3,0.419999987,4,0,0
1061,106125,3,0.079999998,5,0,1
1061,106127,4,0.189999998,5,0,1
1061,106128,4,0.829999983,5,0,1
1061,106129,4,0.189999998,5,0,1
1062,106201,3,-0.059999999,1,0,0
1062,106202,4,-0.25999999,4,0,0
1062,106203,3,0.170000002,4,0,1
1062,106204,2,-0.389999986,5,0,0
1062,106206,3,-0.75,5,0,1
1062,106207,3,-0.289999992,5,0,0
1062,106208,4,-0.800000012,2,0,0
1062,106209,3,-0.01,1,0,0
1062,106210,3,-0.49000001,5,0,0
1062,106211,3,-0.50999999,5,0,1
1062,106212,2,-0.870000005,1,0,0
1062,106213,3,-0.850000024,2,0,1
1071,107101,4,-0.449999988,4,0,1
1071,107102,4,0.140000001,5,0,0
1071,107104,1,-0.400000006,1,0,1
1071,107105,3,-0.289999992,1,0,0
1071,107106,3,-0.449999988,2,0,0
1071,107107,4,1.330000043,3,0,0
1071,107108,1,-0.02,2,0,1
1071,107109,2,-0.569999993,5,0,0
1071,107110,3,-0.039999999,2,0,0
1071,107111,1,-0.920000017,5,0,1
1071,107112,3,-0.419999987,1,0,1
1071,107113,2,-0.25,5,0,1
1071,107114,0,-0.680000007,3,0,1
1071,107115,2,-0.639999986,2,0,0
1071,107116,4,-0.25,4,0,1
1071,107119,3,0.419999987,5,0,0
1071,107120,0,-1.179999948,1,0,0
1071,107121,3,0.50999999,5,0,0
1071,107123,4,0.02,5,0,0
1071,107125,4,-0.050000001,2,0,0
1071,107126,0,-0.850000024,1,0,0
1071,107127,3,-0.519999981,2,0,0
1071,107128,3,0.330000013,1,0,1
1071,107129,4,0.360000014,4,0,0
1071,107130,0,-0.109999999,5,0,0
1071,107131,0,-0.670000017,4,0,0
1071,107132,1,-0.689999998,5,0,0
1072,107201,4,-0.449999988,5,0,1
1072,107202,2,-0.790000021,5,0,0
1072,107203,1,-0.889999986,5,0,1
1072,107204,0,-0.689999998,5,0,0
1072,107205,1,-0.330000013,5,0,0
1072,107206,4,0.349999994,5,0,0
1072,107207,2,-0.150000006,5,0,1
1072,107208,0,-0.349999994,5,0,0
1072,107209,1,0.829999983,5,0,1
1072,107210,3,-0.409999996,4,0,0
1072,107211,1,-0.639999986,1,0,1
1072,107212,1,-0.74000001,5,0,0
1072,107213,3,-0.49000001,5,0,0
1072,107215,2,-0.469999999,5,0,0
1072,107216,1,-0.319999993,5,0,0
1072,107217,3,-0.730000019,5,0,0
1072,107218,1,-0.119999997,5,0,1
1072,107219,1,0.379999995,5,0,0
1072,107220,3,0.189999998,5,0,0
1072,107221,1,-0.090000004,5,0,0
1072,107222,3,-0.379999995,5,0,0
1072,107223,3,0.330000013,5,0,0
1072,107224,2,0.639999986,5,0,1
1072,107225,1,-0.349999994,2,0,0
1072,107226,3,-0.300000012,5,0,0
1072,107229,0,-0.039999999,5,0,0
1072,107231,1,0.519999981,5,0,0
1072,107232,3,-0.239999995,3,0,1
1081,108101,2,0.879999995,4,0,1
1081,108103,4,1.570000052,5,0,0
1081,108105,5,1.440000057,5,0,1
1081,108106,3,1.279999971,5,0,1
1081,108109,3,0.289999992,5,0,1
1081,108110,3,1.639999986,5,0,0
1081,108111,5,1.350000024,3,0,0
1081,108115,2,0.610000014,5,0,1
1081,108117,3,0.25999999,5,0,0
1081,108120,4,0.430000007,5,0,1
1081,108122,4,1.309999943,5,0,1
1081,108125,3,0.970000029,5,0,0
1081,108126,4,1.379999995,5,0,1
1081,108127,4,0.209999993,4,0,1
1081,108128,4,1.480000019,5,0,1
1081,108129,4,1.559999943,5,0,1
1082,108201,2,0.419999987,5,0,1
1082,108203,3,0.209999993,5,0,0
1082,108204,2,-0.330000013,2,0,0
1082,108205,5,0.389999986,5,0,0
1082,108206,1,0.230000004,5,0,1
1082,108207,1,-0.99000001,3,0,1
1082,108208,2,0.239999995,2,0,1
1082,108210,3,0.07,5,0,0
1082,108212,3,0.529999971,4,0,0
1082,108214,1,-0.75,5,0,0
1082,108216,1,0.959999979,3,0,0
1082,108217,3,0.379999995,4,0,1
1082,108221,4,0.01,5,0,0
1082,108222,3,0.800000012,4,0,0
1082,108223,2,-0.400000006,1,0,0
1082,108225,3,0.400000006,4,0,0
1082,108226,3,0.330000013,5,0,0
1082,108227,4,0.289999992,5,0,1
1082,108228,4,0.870000005,5,0,0
1082,108229,3,-0.629999995,1,0,0
1082,108230,3,0.230000004,5,0,1
1091,109102,1,-0.439999998,5,0,1
1091,109103,3,0.970000029,5,0,1
1091,109104,3,0.620000005,5,0,0
1091,109105,2,0.439999998,4,0,0
1091,109106,0,-0.02,4,0,0
1091,109107,3,-0.01,5,0,0
1091,109108,3,-0.07,5,0,0
1091,109109,4,0.800000012,5,0,0
1091,109110,2,-0.119999997,3,0,1
1091,109111,1,-0.829999983,2,0,0
1091,109112,4,0.769999981,3,0,0
1091,109113,4,0,5,0,0
1091,109114,1,-0.349999994,4,0,1
1091,109115,3,0.079999998,4,0,1
1091,109117,3,1.00999999,5,0,1
1091,109118,3,0.119999997,4,0,0
1091,109119,4,0.850000024,2,0,1
1091,109120,4,-0.140000001,5,0,1
1091,109122,2,-0.400000006,4,0,1
1091,109123,4,0.050000001,5,0,0
1091,109124,4,1.059999943,4,0,0
1091,109125,3,-0.519999981,5,0,1
1091,109126,3,0.939999998,4,0,1
1091,109127,4,0.449999988,5,0,0
1091,109128,3,-0.790000021,5,0,1
1092,109201,1,0.419999987,1,0,0
1092,109202,4,-0.100000001,5,0,1
1092,109204,4,1.149999976,1,0,0
1092,109205,1,-0.090000004,1,0,1
1092,109208,4,0.270000011,5,0,1
1092,109210,4,-0.01,5,0,0
1092,109211,3,0.330000013,2,0,1
1092,109212,4,1.039999962,4,0,0
1092,109213,4,0.340000004,5,0,1
1092,109214,4,0.620000005,5,0,1
1092,109215,2,0.25999999,5,0,1
1092,109216,3,0.02,2,0,0
1092,109217,4,1.039999962,5,0,1
1092,109218,4,-0.310000002,5,0,0
1092,109220,3,1.419999957,2,0,0
1092,109222,4,1.480000019,5,0,1
1092,109223,1,0.409999996,5,0,1
1092,109224,3,-0.460000008,4,0,0
1092,109225,4,-0.779999971,3,0,1
1092,109226,3,0,5,0,1
1092,109227,4,-0.360000014,4,0,0
1092,109230,2,0.550000012,2,0,1
1092,109231,0,0.600000024,5,0,0
1092,109232,3,-0.159999996,5,0,0
1101,110101,4,-0.01,5,0,0
1101,110102,3,-0.079999998,4,0,0
1101,110103,3,-0.949999988,5,0,1
1101,110104,4,-0.090000004,5,0,0
1101,110105,4,0.330000013,5,0,0
1101,110106,3,1.029999971,4,0,0
1101,110107,2,-0.050000001,5,0,1
1101,110108,4,0.850000024,5,0,0
1101,110109,4,-0.289999992,5,0,1
1101,110111,3,-0.959999979,1,0,1
1101,110114,3,-0.159999996,5,0,0
1101,110116,4,0.810000002,5,0,1
1101,110117,4,-0.439999998,4,0,0
1101,110118,2,0.300000012,5,0,1
1101,110119,4,-0.07,5,0,1
1101,110120,4,0.340000004,5,0,1
1101,110122,3,1.080000043,5,0,0
1101,110123,2,-0.469999999,5,0,0
1101,110124,4,1.159999967,5,0,1
1101,110125,1,-0.629999995,1,0,0
1101,110126,2,-0.370000005,5,0,0
1101,110127,4,1.149999976,5,0,0
1101,110128,1,-0.319999993,5,0,1
1101,110129,4,0.209999993,5,0,1
1101,110130,3,0.409999996,5,0,0
1102,110201,1,0.589999974,1,0,0
1102,110202,4,-0.02,5,0,0
1102,110203,2,-0.579999983,1,0,0
1102,110204,3,1.24000001,4,0,0
1102,110205,3,0.239999995,4,0,0
1102,110206,3,-0.959999979,4,0,0
1102,110209,2,-0.430000007,4,0,0
1102,110210,3,-0.389999986,2,0,1
1102,110211,2,0.209999993,2,0,1
1102,110213,2,1.24000001,4,0,0
1102,110214,2,0.209999993,3,0,1
1102,110215,2,-0.140000001,2,0,1
1102,110218,1,-0.25999999,5,0,1
1102,110219,3,1.350000024,3,0,0
1102,110220,1,-0.239999995,5,0,1
1102,110221,3,-0.100000001,2,0,0
1102,110222,2,-0.059999999,2,0,1
1102,110225,2,0.319999993,5,0,1
1102,110226,1,1.029999971,2,0,1
1102,110227,3,-0.01,2,0,1
1102,110228,4,1.049999952,4,0,1
1111,111101,3,-0.730000019,4,0,0
1111,111103,3,-0.419999987,4,0,0
1111,111107,3,1.019999981,5,0,0
1111,111108,3,-0.25,5,0,0
1111,111109,3,0.49000001,5,0,1
1111,111114,2,0.829999983,5,0,1
1111,111115,1,-0.689999998,5,0,1
1111,111116,2,0.560000002,4,0,1
1111,111117,4,-0.180000007,1,0,0
1111,111118,4,0.930000007,5,0,0
1111,111119,0,-0.050000001,2,0,1
1111,111120,4,1.309999943,4,0,0
1111,111121,1,0.660000026,5,0,0
1111,111122,2,0.730000019,2,0,1
1111,111124,3,-0.600000024,5,0,1
1111,111125,3,0.75999999,5,0,1
1111,111126,4,1.159999967,5,0,0
1111,111128,4,1.470000029,5,0,0
1111,111130,5,1.350000024,4,0,0
1111,111131,4,1.470000029,5,0,0
1111,111133,2,0.109999999,5,0,1
1111,111134,0,-1.049999952,3,0,1
1112,111202,4,0.170000002,5,0,1
1112,111203,3,-0.330000013,4,0,0
1112,111204,1,-0.379999995,2,0,1
1112,111206,3,-0.150000006,2,0,1
1112,111208,1,-0.270000011,4,0,1
1112,111210,3,-0.209999993,5,0,1
1112,111211,4,-0.230000004,4,0,0
1112,111213,4,1.049999952,4,0,1
1112,111214,3,1.129999995,3,0,1
1112,111216,2,-0.01,5,0,0
1112,111217,1,-0.949999988,4,0,1
1112,111218,0,-0.930000007,4,0,1
1112,111219,3,-1.269999981,3,0,0
1112,111220,3,-0.340000004,5,0,1
1112,111221,3,0.600000024,3,0,0
1112,111222,1,-0.550000012,5,0,0
1121,112101,1,-0.720000029,4,0,1
1121,112104,3,1.299999952,5,0,0
1121,112105,3,-0.899999976,5,0,1
1121,112106,2,-0.270000011,5,0,0
1121,112107,3,-1.059999943,5,0,1
1121,112108,3,-1.059999943,5,0,0
1121,112110,3,-0.310000002,5,0,0
1121,112111,3,-0.449999988,5,0,1
1121,112112,1,-0.090000004,5,0,1
1121,112113,4,0.419999987,4,0,0
1121,112114,3,-0.150000006,5,0,0
1121,112115,3,0.150000006,5,0,1
1121,112116,3,0.379999995,5,0,1
1121,112118,3,-0.460000008,1,0,1
1121,112120,0,0.870000005,3,0,1
1121,112122,2,-0.150000006,5,0,0
1121,112124,1,-0.930000007,3,0,0
1122,112201,5,0.400000006,5,0,0
1122,112203,3,1.669999957,5,0,0
1122,112206,4,1.399999976,5,0,1
1122,112209,4,0.340000004,5,0,0
1122,112210,1,1.24000001,5,0,0
1122,112211,4,0.649999976,5,0,1
1122,112212,2,0.100000001,5,0,1
1122,112213,4,0.680000007,5,0,0
1122,112214,2,1.230000019,5,0,0
1122,112216,4,1.159999967,5,0,1
1122,112218,2,1.330000043,5,0,1
1122,112219,5,1.289999962,4,0,1
1122,112220,5,1.309999943,5,0,0
1122,112221,4,0.479999989,2,0,0
1122,112223,4,1.639999986,5,0,1
1122,112225,4,1.730000019,5,0,1
1122,112228,3,0.050000001,1,0,0
1122,112231,1,0.50999999,5,0,0
1122,112232,4,0.980000019,5,0,0
1122,112234,4,0.25,5,0,0
1131,113101,1,-0.5,5,0,1
1131,113102,3,0.409999996,4,0,1
1131,113103,1,0.100000001,5,0,1
1131,113105,3,0.620000005,4,0,1
1131,113106,3,0.029999999,4,0,0
1131,113107,3,-0.310000002,4,0,1
1131,113109,2,-0.059999999,3,0,1
1131,113110,1,-0.74000001,4,0,0
1131,113111,1,0.079999998,2,0,1
1131,113112,1,0.109999999,2,0,1
1131,113113,3,0.469999999,5,0,0
1131,113114,3,0.400000006,4,0,0
1131,113116,1,-0.74000001,5,0,1
1131,113118,4,0.230000004,5,0,1
1131,113119,2,0.709999979,3,0,0
1131,113120,3,0.660000026,5,0,1
1131,113121,3,0.319999993,3,0,1
1131,113124,0,0.159999996,1,0,0
1131,113126,3,1.399999976,2,0,0
1131,113127,3,0.230000004,5,0,1
1131,113128,2,0.699999988,4,0,1
1131,113130,3,0.920000017,4,0,1
1131,113131,3,0,4,0,1
1131,113132,1,-0.029999999,5,0,1
1131,113133,1,-0.529999971,5,0,0
1132,113202,1,-0.090000004,5,0,1
1132,113204,3,1.730000019,5,0,1
1132,113205,3,0.540000021,5,0,1
1132,113206,3,-0.219999999,5,0,0
1132,113207,1,-0.670000017,5,0,0
1132,113209,3,0.720000029,5,0,0
1132,113211,1,-0.620000005,5,0,1
1132,113212,3,-0.189999998,5,0,1
1132,113213,4,-0.930000007,2,0,1
1132,113214,3,-0.050000001,3,0,1
1132,113215,4,0.25,5,0,1
1132,113216,4,0.319999993,4,0,0
1132,113217,3,0.050000001,4,0,0
1132,113218,1,-0.670000017,4,0,0
1132,113219,2,0.07,5,0,0
1132,113220,1,-0.079999998,4,0,1
1132,113221,4,1.169999957,2,0,1
1132,113222,4,1.399999976,5,0,1
1132,113225,1,0.02,2,0,0
1132,113226,1,-1.070000052,5,0,1
1132,113227,1,-0.200000003,1,0,0
1132,113228,1,0.680000007,5,0,1
1132,113231,1,-0.370000005,2,0,0
1132,113232,2,0.5,5,0,0
1132,113234,4,-0.200000003,4,0,1
1141,114101,3,0.620000005,5,0,0
1141,114103,2,0.300000012,4,0,1
1141,114104,4,0.449999988,5,0,0
1141,114105,1,0.07,5,0,1
1141,114106,4,0.189999998,5,0,0
1141,114107,3,0.779999971,5,0,1
1141,114108,3,0.600000024,5,0,0
1141,114109,3,-0.330000013,5,0,1
1141,114112,2,0.029999999,5,0,0
1141,114113,2,0.769999981,5,0,1
1141,114115,3,1.149999976,5,0,1
1141,114116,4,1.399999976,5,0,0
1141,114117,1,-0.039999999,5,0,1
1141,114118,2,-0.230000004,5,0,0
1141,114121,3,0.769999981,5,0,1
1141,114123,2,0.479999989,5,0,0
1141,114124,4,0.670000017,5,0,1
1141,114125,4,1.419999957,5,0,0
1141,114127,4,0.200000003,5,0,1
1141,114128,4,-0.540000021,5,0,0
1141,114129,4,1.570000052,5,0,0
1141,114130,1,1.039999962,1,0,1
1142,114201,3,0.150000006,5,0,1
1142,114202,1,0,4,0,1
1142,114203,4,-0.230000004,5,0,0
1142,114205,3,0.319999993,4,0,1
1142,114206,2,0.49000001,2,0,0
1142,114207,3,-0.170000002,2,0,0
1142,114208,1,-0.620000005,2,0,0
1142,114209,3,-0.289999992,5,0,0
1142,114210,4,-0.310000002,4,0,0
1142,114211,2,0.029999999,2,0,1
1142,114212,1,-0.600000024,5,0,0
1142,114213,4,1.159999967,5,0,0
1142,114215,1,-0.870000005,2,0,1
1142,114217,2,-0.119999997,5,0,1
1142,114220,3,-0.540000021,3,0,0
1142,114221,4,-0.400000006,1,0,0
1142,114222,4,-0.07,5,0,0
1142,114223,2,-0.100000001,1,0,1
1151,115101,1,0.589999974,3,0,0
1151,115102,1,-0.460000008,4,0,0
1151,115104,1,-0.230000004,5,0,1
1151,115105,1,-0.519999981,5,0,0
1151,115106,3,-0.01,5,0,1
1151,115107,2,-0.01,4,0,1
1151,115108,3,-0.050000001,5,0,1
1151,115109,3,-0.039999999,4,0,1
1151,115110,4,1.649999976,5,0,0
1151,115111,2,0.430000007,2,0,1
1151,115112,1,-0.769999981,5,0,1
1151,115113,3,0.360000014,1,0,0
1151,115114,1,0.720000029,5,0,0
1151,115115,1,0.479999989,5,0,0
1151,115116,3,-0.319999993,5,0,1
1151,115117,2,0.100000001,3,0,0
1151,115118,4,-0.079999998,5,0,1
1151,115121,3,-0.449999988,4,0,0
1151,115123,3,-0.029999999,4,0,0
1151,115124,1,-1.429999948,5,0,1
1151,115125,2,0.419999987,5,0,0
1151,115128,2,-0.529999971,5,0,1
1151,115129,2,-0.550000012,5,0,1
1151,115130,1,-0.059999999,5,0,1
1152,115201,3,-0.529999971,3,0,0
1152,115202,2,-0.75,4,0,0
1152,115203,3,0.469999999,4,0,1
1152,115204,3,0.289999992,2,0,0
1152,115205,2,-0.790000021,4,0,1
1152,115206,3,0.50999999,5,0,0
1152,115207,2,-0.689999998,4,0,1
1152,115208,4,0.409999996,5,0,0
1152,115209,4,-0.649999976,5,0,0
1152,115210,4,0.319999993,5,0,1
1152,115211,4,0.469999999,5,0,0
1152,115212,3,0.029999999,3,0,0
1152,115213,4,0.189999998,4,0,1
1152,115214,4,0.02,1,0,0
1152,115215,2,0,5,0,0
1152,115216,2,0.769999981,2,0,1
1152,115217,4,-0.25,5,0,1
1152,115219,3,-0.540000021,5,0,1
1152,115220,3,-0.649999976,2,0,0
1152,115221,4,-0.579999983,5,0,0
1152,115222,2,0.059999999,5,0,1
1152,115223,1,0.920000017,4,0,0
1152,115226,2,1.190000057,1,0,1
1152,115227,1,-0.600000024,5,0,1
1152,115228,3,0.639999986,5,0,0
1152,115229,1,0.479999989,1,0,1
1152,115230,4,-0.230000004,2,0,0
1161,116101,2,0.75999999,5,0,1
1161,116102,2,-0.270000011,3,0,1
1161,116104,2,-0.07,2,0,0
1161,116106,1,-0.589999974,5,0,1
1161,116107,2,-0.579999983,2,0,0
1161,116108,2,-0.839999974,2,0,0
1161,116109,2,-0.620000005,2,0,0
1161,116112,1,-0.680000007,2,0,0
1161,116113,2,0.270000011,3,0,0
1161,116115,2,-0.07,2,0,0
1161,116116,1,0.629999995,2,0,0
1161,116117,1,0.01,5,0,0
1161,116118,0,-0.569999993,4,0,1
1161,116121,3,-0.25,1,0,0
1161,116122,3,-0.50999999,2,0,0
1161,116123,1,0.550000012,4,0,0
1161,116125,1,0.170000002,1,0,0
1161,116126,3,-0.469999999,2,0,0
1162,116202,1,0.230000004,5,0,1
1162,116203,3,0.140000001,5,0,1
1162,116204,4,-0.07,5,0,1
1162,116205,1,0.01,2,0,0
1162,116208,2,-0.01,5,0,1
1162,116210,0,-0.400000006,2,0,1
1162,116211,2,0.730000019,4,0,0
